company,listing_date,issue_price,yahoo_symbol,ret_1d,basis,yahoo_first_date,yahoo_last_date,delisted,ret_6m,ret_12m,ret_24m,bottom_12m_pct,sessions_to_bottom,peak_24m_pct,sessions_to_peak,cg_ipo_id,current_ret,bottom_so_far_pct,bottom_so_far_session
S H Kelkar & Co.Ltd.,2015-11-16,180.0,539450.BO,16.6,cg_bridge,2015-11-16,2018-01-23,False,28.3,59.5,43.3,16.6,0.0,92.9,200.0,508,,,
InterGlobe Aviation Ltd.,2015-11-10,765.0,539448.BO,14.7,cg_bridge,2015-11-10,2018-01-17,False,40.3,22.9,56.3,-5.7,63.0,72.1,444.0,492,,,
Coffee Day Enterprises Ltd.,2015-11-02,328.0,539436.BO,-17.4,cg_bridge,2015-11-02,2018-01-09,False,-19.9,-31.8,-32.5,-32.3,229.0,-16.3,386.0,507,,,
Prabhat Dairy Ltd.,2015-09-21,115.0,539351.BO,0.8,cg_bridge,2015-09-21,2017-11-28,False,-4.8,-14.6,15.0,-34.1,109.0,26.9,352.0,491,,,
Sadbhav Infrastructure Project Ltd.,2015-09-16,103.0,539346.BO,3.1,cg_bridge,2015-09-16,2017-11-22,False,-15.7,-2.0,-5.2,-30.8,104.0,10.4,258.0,494,,,
Shree Pushkar Chemicals & Fertilisers Ltd.,2015-09-10,65.0,539334.BO,-3.0,cg_bridge,2015-09-10,2017-11-17,False,75.5,82.5,235.0,-6.1,4.0,268.4,445.0,493,,,
Pennar Engineered Building Systems Ltd.,2015-09-10,178.0,,,,,,,,,,,,,,490,,,
Navkar Corp.Ltd.,2015-09-09,155.0,539332.BO,7.7,cg_bridge,2015-09-09,2017-11-16,False,6.2,21.6,28.1,-2.1,118.0,53.1,425.0,488,,,
Power Mech Projects Ltd.,2015-08-26,640.0,539302.BO,-9.4,cg_bridge,2015-08-26,2017-11-02,False,-13.1,-26.2,-16.3,-27.9,251.0,-5.9,430.0,486,,,
Syngene International Ltd.,2015-08-11,250.0,539268.BO,24.2,cg_bridge,2015-08-11,2017-10-18,False,53.9,64.9,75.9,23.6,1.0,153.0,338.0,481,,,
Manpasand Beverages Ltd.,2015-07-09,320.0,539207.BO,-48.9,yahoo_raw,2015-07-09,2017-09-15,False,-27.1,-3.5,21.3,-49.3,2.0,32.0,475.0,472,,,
PNC Infratech Ltd.,2015-05-26,378.0,539150.BO,-4.6,cg_bridge,2015-05-26,2017-08-02,False,40.9,50.9,86.1,-4.6,0.0,116.1,483.0,469,,,
UFO Moviez India Ltd.,2015-05-14,625.0,539141.BO,-4.4,cg_bridge,2015-05-14,2017-07-21,False,-13.7,-16.8,-31.2,-38.1,199.0,-5.5,300.0,468,,,
MEP Infrastructure Developers Ltd.,2015-05-06,63.0,539126.BO,-7.3,cg_bridge,2015-05-06,2017-07-13,False,-17.6,-36.7,2.4,-44.9,225.0,4.7,502.0,467,,,
VRL Logistics Ltd.,2015-04-30,205.0,539118.BO,43.5,cg_bridge,2015-04-30,2017-07-07,False,103.0,96.1,61.8,28.1,8.0,128.1,85.0,466,,,
Inox Wind Ltd.,2015-04-09,325.0,539083.BO,34.9,cg_bridge,2015-04-09,2017-06-16,False,12.2,-24.5,-42.9,-32.9,224.0,-9.0,228.0,438,,,
Adlabs Entertainment Ltd.,2015-04-06,180.0,539056.BO,6.4,cg_bridge,2015-04-06,2017-06-13,False,-37.2,-51.3,-53.4,-61.2,227.0,-37.6,373.0,456,,,
Ortel Communications Ltd.,2015-03-19,181.0,539015.BO,-10.4,cg_bridge,2015-03-19,2017-05-26,False,6.9,-1.5,-41.1,-27.0,6.0,14.9,140.0,455,,,
Laurus Labs Ltd.,2016-12-19,428.0,540222.BO,12.2,cg_bridge,2016-12-20,2019-02-26,False,43.9,26.6,-7.8,11.8,11.0,48.6,133.0,606,,,
Sheela Foam Ltd.,2016-12-09,730.0,540203.BO,41.4,cg_bridge,2016-12-09,2019-02-15,False,85.6,137.8,96.6,26.8,8.0,146.7,244.0,602,,,
Varun Beverages Ltd.,2016-11-08,445.0,540180.BO,3.3,cg_bridge,2016-11-08,2019-01-16,False,11.0,11.9,71.9,-22.5,87.0,82.6,456.0,598,,,
PNB Housing Finance Ltd.,2016-11-07,775.0,540173.BO,15.0,cg_bridge,2016-11-07,2019-01-15,False,69.0,80.7,17.3,2.5,7.0,117.7,204.0,599,,,
Endurance Technologies Ltd.,2016-10-19,472.0,540153.BO,37.1,cg_bridge,2016-10-19,2018-12-27,False,72.0,132.8,132.8,10.4,23.0,228.2,464.0,593,,,
HPL Electric & Power Ltd.,2016-10-04,202.0,540136.BO,-6.3,cg_bridge,2016-10-04,2018-12-12,False,-37.9,-26.9,-71.6,-59.5,35.0,-21.0,243.0,579,,,
ICICI Prudential Life Insurance Co.Ltd.,2016-09-29,334.0,540133.BO,-10.9,cg_bridge,2016-09-30,2018-12-07,False,7.7,11.9,-4.2,-18.5,36.0,42.3,190.0,571,,,
GNA Axles Ltd.,2016-09-26,207.0,540124.BO,18.4,cg_bridge,2016-09-26,2018-12-04,False,-4.1,46.5,76.0,-15.1,40.0,173.8,395.0,574,,,
L&T Technology Services Ltd.,2016-09-23,860.0,540115.BO,1.0,cg_bridge,2016-09-23,2018-11-30,False,-9.0,-9.4,94.5,-16.1,194.0,105.8,488.0,573,,,
RBL Bank Ltd.,2016-08-31,225.0,540065.BO,33.1,cg_bridge,2016-08-31,2018-11-08,False,113.0,142.1,178.6,26.8,20.0,184.8,502.0,564,,,
S.P.Apparels Ltd.,2016-08-12,268.0,540048.BO,7.7,cg_bridge,2016-08-12,2018-10-19,False,53.6,52.6,20.1,4.1,2.0,72.9,215.0,563,,,
Dilip Buildcon Ltd.,2016-08-11,219.0,540047.BO,14.9,cg_bridge,2016-08-11,2018-10-19,False,27.2,138.1,285.7,-8.6,67.0,450.7,442.0,562,,,
Advanced Enzyme Technologies Ltd.,2016-08-01,896.0,540025.BO,31.5,cg_bridge,2016-08-01,2018-10-09,False,99.2,73.1,15.4,31.5,0.0,162.0,60.0,560,,,
Larsen & Toubro Infotech Ltd.,2016-07-21,710.0,540005.BO,-1.7,cg_bridge,2016-07-21,2018-09-28,False,-3.4,8.1,146.2,-16.0,86.0,161.1,501.0,555,,,
Quess Corp Ltd.,2016-07-12,317.0,539978.BO,58.7,cg_bridge,2016-07-12,2018-09-19,False,105.8,189.6,236.7,47.6,1.0,301.9,483.0,552,,,
Mahanagar Gas Ltd.,2016-07-01,421.0,539957.BO,23.6,cg_bridge,2016-07-05,2018-09-07,False,87.6,136.1,98.0,18.5,5.0,205.8,339.0,551,,,
Parag Milk Foods Ltd.,2016-05-19,215.0,539889.BO,14.9,cg_bridge,2016-05-19,2018-07-27,False,22.2,11.7,62.7,-2.0,189.0,72.6,502.0,545,,,
Ujjivan Financial Services Ltd.,2016-05-10,210.0,539874.BO,10.3,cg_bridge,2016-05-11,2018-07-18,False,104.8,62.7,89.7,10.3,0.0,148.3,54.0,543,,,
Thyrocare Technologies Ltd.,2016-05-09,446.0,539871.BO,38.7,cg_bridge,2016-05-09,2018-07-17,False,42.1,60.9,43.3,20.7,47.0,71.2,230.0,541,,,
Equitas Holdings Ltd.,2016-04-21,110.0,539844.BO,22.9,cg_bridge,2016-04-21,2018-06-29,False,65.9,55.9,37.0,22.9,0.0,82.2,68.0,536,,,
Infibeam Incorporation Ltd.,2016-04-04,432.0,539807.BO,3.2,cg_bridge,2016-04-04,2018-06-12,False,111.0,119.6,267.0,2.6,4.0,337.3,403.0,532,,,
Bharat Wire Ropes Ltd.,2016-04-01,45.0,539799.BO,1.2,cg_bridge,2016-04-01,2018-06-08,False,-10.8,115.9,148.6,-11.2,126.0,264.7,448.0,530,,,
Healthcare Global Enterprises Ltd.,2016-03-30,218.0,HCG.NS,-21.6,cg_bridge,2016-03-31,2018-06-07,False,-4.1,-1.1,27.0,-24.7,58.0,48.5,456.0,529,,,
Quick Heal Technologies Ltd.,2016-02-18,321.0,539678.BO,-20.9,cg_bridge,2016-02-18,2018-04-27,False,-25.5,-21.7,-5.1,-41.7,7.0,19.2,479.0,521,,,
TeamLease Services Ltd.,2016-02-12,850.0,539658.BO,21.4,cg_bridge,2016-02-12,2018-04-20,False,30.3,7.5,160.3,-0.7,205.0,194.1,471.0,520,,,
Precision Camshafts Ltd.,2016-02-08,186.0,539636.BO,-4.6,cg_bridge,2016-02-08,2018-04-17,False,-21.4,-18.2,-39.3,-31.1,102.0,-0.9,178.0,517,,,
Astron Paper & Board Mill Ltd.,2017-12-29,50.0,ASTRON.BO,141.5,cg_bridge,2017-12-29,2020-03-06,False,109.0,117.4,-23.0,105.1,123.0,165.9,179.0,757,,,
Future Supply Chain Solutions Ltd.,2017-12-18,664.0,,,,,,,,,,,,,,771,,,
Shalby Ltd.,2017-12-15,248.0,SHALBY.NS,-3.4,cg_bridge,2017-12-15,2020-02-20,False,-30.1,-40.7,-61.9,-46.5,194.0,-33.7,220.0,772,,,
HDFC Standard Life Insurance Co.Ltd.,2017-11-17,290.0,540777.BO,18.8,cg_bridge,2017-11-17,2020-01-24,False,70.4,35.6,99.4,18.8,0.0,118.3,489.0,756,,,
Khadim India Ltd.,2017-11-14,750.0,KHADIM.NS,-8.2,cg_bridge,2017-11-14,2020-01-22,False,8.7,-22.0,-71.9,-22.0,247.0,-19.9,255.0,755,,,
"New India Assurance Co.Ltd.,The",2017-11-13,800.0,540769.BO,-9.1,cg_bridge,2017-11-13,2020-01-21,False,-11.6,-44.6,-62.3,-50.1,229.0,-42.5,251.0,754,,,
Mahindra Logistics Ltd.,2017-11-10,429.0,540768.BO,0.1,cg_bridge,2017-11-10,2020-01-17,False,29.2,22.7,-8.4,-4.8,5.0,47.3,150.0,753,,,
Reliance Nippon Life Asset Management Ltd.,2017-11-06,252.0,,,,,,,,,,,,,,752,,,
General Insurance Corp.of India,2017-10-25,912.0,540755.BO,-4.1,cg_bridge,2017-10-25,2020-01-02,False,-21.1,-30.8,-39.9,-32.5,243.0,-28.0,258.0,748,,,
Indian Energy Exchange Ltd.,2017-10-23,1650.0,540750.BO,-1.3,cg_bridge,2017-10-24,2019-12-31,False,0.8,-6.3,-10.7,-12.9,91.0,7.6,217.0,746,,,
MAS Financial Services Ltd.,2017-10-18,459.0,540749.BO,42.6,cg_bridge,2017-10-18,2019-12-26,False,33.1,6.0,44.9,0.1,245.0,56.5,490.0,739,,,
Godrej Agrovet Ltd.,2017-10-16,460.0,540743.BO,29.5,cg_bridge,2017-10-16,2019-12-24,False,52.0,17.0,5.6,9.5,247.0,17.6,366.0,734,,,
Prataap Snacks Ltd.,2017-10-05,938.0,540724.BO,25.9,cg_bridge,2017-10-05,2019-12-13,False,41.9,9.8,-8.9,8.9,247.0,17.2,301.0,707,,,
SBI Life Insurance Co.Ltd.,2017-10-03,700.0,540719.BO,1.1,cg_bridge,2017-10-04,2019-12-11,False,-2.2,-21.6,19.6,-26.7,248.0,23.0,471.0,713,,,
ICICI Lombard General Insurance Co.Ltd.,2017-09-27,661.0,540716.BO,3.1,cg_bridge,2017-09-27,2019-12-05,False,19.8,27.8,82.0,0.1,6.0,90.3,484.0,714,,,
Capacit'e Infraprojects Ltd.,2017-09-25,250.0,540710.BO,37.0,cg_bridge,2017-09-25,2019-12-03,False,17.1,-8.6,-17.5,-8.6,252.0,9.8,446.0,711,,,
Matrimony.com Ltd.,2017-09-21,985.0,540704.BO,-8.2,cg_bridge,2017-09-21,2019-11-29,False,-18.2,-45.0,-44.5,-45.0,252.0,-26.1,422.0,710,,,
Dixon Technologies (India) Ltd.,2017-09-18,1766.0,540699.BO,63.7,cg_bridge,2017-09-18,2019-11-26,False,91.8,54.5,44.1,36.4,227.0,69.8,241.0,705,,,
Bharat Road Network Ltd.,2017-09-18,205.0,540700.BO,1.7,cg_bridge,2017-09-18,2019-11-26,False,-10.5,-21.9,-64.1,-26.0,248.0,-21.9,252.0,703,,,
Apex Frozen Foods Ltd.,2017-09-04,175.0,540692.BO,21.2,cg_bridge,2017-09-05,2019-11-12,False,277.6,125.5,13.3,21.2,0.0,395.1,65.0,698,,,
Cochin Shipyard Ltd.,2017-08-11,432.0,540678.BO,22.3,cg_bridge,2017-08-11,2019-10-18,False,24.6,6.3,-17.5,-0.1,236.0,7.3,246.0,684,,,
Security & Intelligence Services (India) Ltd.,2017-08-10,815.0,540673.BO,-7.1,cg_bridge,2017-08-10,2019-10-18,False,47.2,33.4,-0.5,-7.1,0.0,68.7,193.0,690,,,
Salasar Techno Engineering Ltd.,2017-07-25,108.0,540642.BO,143.1,cg_bridge,2017-07-25,2019-10-02,False,180.3,163.1,23.2,78.6,20.0,254.7,192.0,683,,,
AU Small Finance Bank Ltd.,2017-07-10,358.0,540611.BO,51.3,cg_bridge,2017-07-11,2019-09-17,False,89.6,70.9,75.7,40.6,31.0,97.1,200.0,672,,,
GTPL Hathway Ltd.,2017-07-04,170.0,540602.BO,1.0,cg_bridge,2017-07-05,2019-09-11,False,-2.8,-36.8,-67.7,-36.8,251.0,-36.8,251.0,669,,,
Central Depository Services (India) Ltd.,2017-06-30,149.0,CDSL.NS,75.6,cg_bridge,2017-06-30,2019-09-06,False,19.9,-6.0,-26.1,-12.1,1.0,49.0,9.0,620,,,
Eris Lifesciences Ltd.,2017-06-29,603.0,540596.BO,-0.2,cg_bridge,2017-06-30,2019-09-06,False,29.0,13.4,-15.5,-12.7,29.0,37.1,177.0,668,,,
Tejas Networks Ltd.,2017-06-27,257.0,540595.BO,2.5,cg_bridge,2017-06-27,2019-09-04,False,51.0,7.1,-43.5,2.5,0.0,73.1,135.0,667,,,
PSP Projects Ltd.,2017-05-29,210.0,540544.BO,-5.0,cg_bridge,2017-05-30,2019-08-06,False,87.9,119.9,119.8,-5.8,3.0,153.6,227.0,660,,,
Housing & Urban Development Corp.Ltd.,2017-05-19,60.0,540530.BO,20.9,cg_bridge,2017-05-19,2019-07-26,False,37.0,-4.5,-35.8,-7.9,249.0,4.7,268.0,645,,,
S.Chand & Co.Ltd.,2017-05-09,670.0,540497.BO,0.9,cg_bridge,2017-05-09,2019-07-17,False,-29.1,-41.6,-78.8,-41.6,252.0,-41.6,252.0,651,,,
Shankara Building Products Ltd.,2017-04-05,460.0,SHANKARA.NS,37.5,cg_bridge,2017-04-05,2019-06-13,False,230.7,292.4,0.4,37.0,1.0,393.5,167.0,635,,,
CL Educate Ltd.,2017-03-31,502.0,540403.BO,-15.9,cg_bridge,2017-04-03,2019-06-07,False,-27.8,-61.2,-75.2,-62.4,246.0,-54.2,279.0,631,,,
Avenue Supermarts Ltd.,2017-03-21,299.0,540376.BO,114.6,cg_bridge,2017-03-21,2019-05-29,False,261.5,348.0,396.2,105.5,4.0,458.7,344.0,615,,,
Music Broadcast Ltd.,2017-03-17,333.0,540366.BO,12.0,cg_bridge,2017-03-17,2019-05-24,False,19.9,9.4,-6.1,1.5,54.0,33.0,205.0,623,,,
BSE Ltd.,2017-02-03,806.0,,,,,,,,,,,,,,611,,,
Garden Reach Shipbuilders & Engineers Ltd.,2018-10-10,118.0,GRSE.NS,-12.5,cg_bridge,2018-10-24,2020-12-17,False,4.5,78.9,129.0,-15.1,1.0,153.2,249.0,921,,,
Aavas Financiers Ltd.,2018-10-08,821.0,AAVAS.NS,-5.7,cg_bridge,2018-10-08,2020-12-15,False,38.5,94.8,76.4,-22.6,10.0,148.5,302.0,925,,,
IRCON International Ltd.,2018-09-28,475.0,IRCON.NS,-12.6,cg_bridge,2018-09-28,2020-12-04,False,-16.4,-20.6,-16.9,-29.2,223.0,24.1,340.0,922,,,
CreditAccess Grameen Ltd.,2018-08-23,422.0,CREDITACC.NS,0.0,cg_bridge,2018-08-23,2020-10-30,False,-4.0,22.4,39.6,-41.3,42.0,135.0,365.0,900,,,
HDFC Asset Management Co.Ltd.,2018-08-06,1100.0,HDFCAMC.NS,65.1,cg_bridge,2018-08-06,2020-10-13,False,22.9,88.9,117.0,15.4,41.0,242.7,312.0,897,,,
TCNS Clothing Co.Ltd.,2018-07-30,716.0,,,,,,,,,,,,,,904,,,
Varroc Engineering Ltd.,2018-07-06,967.0,VARROC.NS,7.3,cg_bridge,2018-07-09,2020-09-11,False,-25.6,-51.6,-81.1,-53.8,229.0,-48.4,371.0,891,,,
RITES Ltd.,2018-07-02,185.0,RITES.NS,15.3,cg_bridge,2018-07-03,2020-09-08,False,46.5,58.6,72.3,3.9,10.0,119.6,384.0,886,,,
Fine Organic Industries Ltd.,2018-07-02,783.0,FINEORG.NS,5.1,cg_bridge,2018-07-02,2020-09-08,False,51.7,82.8,137.6,-4.2,15.0,216.0,393.0,887,,,
IndoStar Capital Finance Ltd.,2018-05-21,572.0,INDOSTAR.NS,2.5,cg_bridge,2018-05-21,2020-07-28,False,-38.6,-37.4,-51.4,-50.8,108.0,-25.7,216.0,866,,,
Lemon Tree Hotels Ltd.,2018-04-09,56.0,LEMONTREE.NS,28.0,cg_bridge,2018-04-09,2020-06-16,False,21.8,40.1,-68.1,12.6,29.0,57.0,228.0,846,,,
ICICI Securities Ltd.,2018-04-04,520.0,,,,,,,,,,,,,,839,,,
Mishra Dhatu Nigam Ltd.,2018-04-04,90.0,MIDHANI.BO,0.1,cg_bridge,2018-04-04,2020-06-11,False,29.5,53.7,92.1,-0.6,1.0,180.9,467.0,835,,,
Sandhar Technologies Ltd.,2018-04-02,332.0,SANDHAR.NS,-3.0,cg_bridge,2018-04-02,2020-06-09,False,-7.4,-20.6,-58.7,-29.8,206.0,-8.2,282.0,834,,,
Karda Constructions Ltd.,2018-04-02,180.0,,,,,,,,,,,,,,832,,,
Hindustan Aeronautics Ltd.,2018-03-28,1215.0,HAL.NS,-6.8,cg_bridge,2018-04-02,2020-06-04,False,-31.9,-41.5,-57.4,-50.2,219.0,-29.0,443.0,831,,,
Bandhan Bank Ltd.,2018-03-27,375.0,BANDHANBNK.BO,27.2,cg_bridge,2018-03-27,2020-06-03,False,51.3,31.3,-42.5,1.3,143.0,66.6,378.0,822,,,
Bharat Dynamics Ltd.,2018-03-23,428.0,541143.BO,-8.9,cg_bridge,2018-03-23,2020-05-29,False,-25.2,-33.1,-57.4,-47.4,225.0,-18.1,414.0,827,,,
H.G.Infra Engineering Ltd.,2018-03-09,270.0,HGINFRA.NS,-0.8,cg_bridge,2018-03-09,2020-05-15,False,-10.9,-5.6,-20.6,-36.6,157.0,11.2,299.0,816,,,
Aster DM Healthcare Ltd.,2018-02-26,190.0,ASTERDM.BO,-4.4,cg_bridge,2018-02-26,2020-05-05,False,-8.1,-18.5,-11.0,-24.5,185.0,-5.6,481.0,810,,,
Galaxy Surfactants Ltd.,2018-02-08,1480.0,GALAXYSURF.NS,14.9,cg_bridge,2018-02-08,2020-04-17,False,-16.8,-29.9,11.2,-29.9,247.0,11.2,489.0,798,,,
Amber Enterprises India Ltd.,2018-01-30,859.0,AMBER.NS,45.0,cg_bridge,2018-01-30,2020-04-08,False,13.4,-12.8,74.4,-13.4,246.0,78.8,489.0,792,,,
Newgen Software Technologies Ltd.,2018-01-29,245.0,NEWGEN.NS,3.0,cg_bridge,2018-01-29,2020-04-07,False,-2.5,18.0,-4.3,-11.8,169.0,48.8,299.0,791,,,
Apollo Micro Systems Ltd.,2018-01-22,275.0,APOLLO.BO,60.6,cg_bridge,2018-01-22,2020-03-31,False,-54.2,-57.1,-72.5,-64.1,175.0,-49.2,292.0,788,,,
Prince Pipes & Fittings Ltd.,2019-12-30,178.0,PRINCEPIPE.NS,-6.2,cg_bridge,2019-12-30,2022-03-08,False,-36.4,58.5,292.0,-57.5,97.0,382.7,463.0,1027,,,
Ujjivan Small Finance Bank Ltd.,2019-12-12,37.0,UJJIVANSFB.NS,51.2,cg_bridge,2019-12-12,2022-02-18,False,-18.6,5.0,-47.3,-34.9,70.0,16.2,268.0,1023,,,
CSB Bank Ltd.,2019-12-04,195.0,CSBBANK.NS,53.9,cg_bridge,2019-12-04,2022-02-10,False,-30.3,15.3,37.6,-48.9,76.0,84.2,396.0,1021,,,
Vishwaraj Sugar Industries Ltd.,2019-10-15,60.0,VISHWARAJ.NS,0.6,cg_bridge,2019-10-15,2021-12-22,False,7.4,83.6,164.8,-0.7,105.0,169.9,355.0,1016,,,
